"","lon","lat","svog_amount","svog_grantee","address_full","Address","City","State","Zip","Account Venue"
"4164",-86.1857647,39.8260205,842042.95,"Indianapolis Museum of Art, Inc. ","4000 Michigan Road, Indianapolis, IN, 46208","4000 Michigan Road","Indianapolis","IN","46208","Museum Operator"
"4165",-86.1705663,39.8400524,37509.15,"Indianapolis Symphonic Choir, Inc ","4600 Sunset Ave Lilly Hall 040A, Indianapolis, IN, 46208","4600 Sunset Ave Lilly Hall 040A","Indianapolis","IN","46208","Live performing arts organization operator"
"4166",-86.1796262,39.7675746,9165812,"Indianapolis Zoological Society, Inc ","1200 W Washington St, Indianapolis, IN, 46222","1200 W Washington St","Indianapolis","IN","46222","Museum Operator"
"4167",-86.1604018,39.7631005,947775,"Indy Pavilion, LLC ","201 S Capitol Ave Box 25, Indianapolis, IN, 46225","201 S Capitol Ave Box 25","Indianapolis","IN","46225","Live venue operator or promoter"
"4168",-86.1614743,39.7674672,139476.48,"Lt. Governor's Office, Indiana ","One North Capitol, Suite 600, Indianapolis, IN, 46204","One North Capitol, Suite 600","Indianapolis","IN","46204","Live venue operator or promoter"
"4169",-86.0457305,39.680604,64250.35,"Married 2 Magic, LLC ","6029 Amber Valley Lane, Indianapolis, IN, 46237","6029 Amber Valley Lane","Indianapolis","IN","46237","Live venue operator or promoter"
"4170",-86.2491188,39.7676652,847884.6,"MBR, LLC / 8 Seconds Saloon ","111 N. Lynhurst Drive, Indianapolis, IN, 46224","111 N. Lynhurst Drive","Indianapolis","IN","46224","Live venue operator or promoter"
"4171",-86.159617,39.763073,3986159.95,"Music for All, Inc. ","39 W Jackson Place Suite 150, Indianapolis, IN, 46225","39 W Jackson Place Suite 150","Indianapolis","IN","46225","Live performing arts organization operator"
"4172",-86.1408623,39.7527336,648605.53,"My Old Kentucky Blog Presents LLC ","1043 Virginia Ave Suite 217, Indianapolis, IN, 46203","1043 Virginia Ave Suite 217","Indianapolis","IN","46203","Live venue operator or promoter"
"4173",-86.1603311,39.7672232,326445.35,"Percussive Arts Society Inc ","110 W Washington St Suite A, Indianapolis, IN, 46204","110 W Washington St Suite A","Indianapolis","IN","46204","Live performing arts organization operator"
"4174",-86.1590007,39.7769817,209947.08,"Phoenix Theatre Inc ","705 N Illinois St, Indianapolis, IN, 46204","705 N Illinois St","Indianapolis","IN","46204","Theatrical producer"
"4175",-86.1311221,39.7521224,18377,"Piradical Productions LLC ","1627 Prospect St, Indianapolis, IN, 46203","1627 Prospect St","Indianapolis","IN","46203","Live venue operator or promoter"
"4176",-86.1390126,39.7521416,39046.95,"RADIO RADIO INC. ","1119 Prospect St., Indianapolis, IN, 46203","1119 Prospect St.","Indianapolis","IN","46203","Live venue operator or promoter"
"4177",-86.2757629,39.8674027,48600,"Raleigh Harper ","6530 W 62nd st, Indianapolis, IN, 46278","6530 W 62nd st","Indianapolis","IN","46278","Live venue operator or promoter"
"4178",-86.2027498,39.7748441,64000,"River West Theater Inc. ","2508 West Michigan Street, Indianapolis, IN, 46222","2508 West Michigan Street","Indianapolis","IN","46222","Theatrical producer"
"4179",-86.1303138,39.7702248,48401.55,"State Street Pub, LLC ","243 N State Ave, Indianapolis, IN, 46201","243 N State Ave","Indianapolis","IN","46201","Live venue operator or promoter"
"4180",-86.1578916,39.8106131,8926986.9,"The Children's Museum of Indianapolis, Inc. ","3000 N. Meridian St., Indianapolis, IN, 46208","3000 N. Meridian St.","Indianapolis","IN","46208","Museum Operator"
"4181",-86.1408623,39.7527336,771026.31,"The HI-FI Indianapolis LLC ","1043 Virginia Ave Suite 217, Indianapolis, IN, 46203","1043 Virginia Ave Suite 217","Indianapolis","IN","46203","Live venue operator or promoter"
"4182",-86.1444505,39.7774647,140628.7,"The Indianapolis Theatre Fringe Festival ","719 E. Saint Clair St., Indianapolis, IN, 46202","719 E. Saint Clair St.","Indianapolis","IN","46202","Live performing arts organization operator"
"4183",-86.2042745,39.7743086,11975.55,"The Indy Convergence, INC ","2611 West Michigan St, Indianapolis, IN, 46222","2611 West Michigan St","Indianapolis","IN","46222","Live performing arts organization operator"
"4184",-86.1454843,39.8507426,1210890.15,"The New Jazz Kitchen, Inc ","5377 N College Avenue, Indianapolis, IN, 46220","5377 N College Avenue","Indianapolis","IN","46220","Live venue operator or promoter"
"4185",-86.1510702,39.7872258,159752,"Way Cool Productions, Inc. ","1468 N. New Jersey St.., Indianapolis, IN, 46202","1468 N. New Jersey St..","Indianapolis","IN","46202","Live performing arts organization operator"
"4186",-86.1392019,39.7525351,108677.61,"White Rabbit Cabaret, LLC. ","1116 Prospect St, Indianapolis, IN, 46203","1116 Prospect St","Indianapolis","IN","46203","Live venue operator or promoter"
"4187",-86.2251744,39.921925,3117436.09,"Zark Productions Inc dba Beef & Boards Dinner Theatre ","9301 N Michigan Road, Indianapolis, IN, 46268","9301 N Michigan Road","Indianapolis","IN","46268","Theatrical producer"
"4188",-86.9281005,38.389286,69734.63,"City of Jasper - Arts Department ","100 3rd Avenue Suite A, Jasper, IN, 47546","100 3rd Avenue Suite A","Jasper","IN","47546","Live performing arts organization operator"
"4189",-85.7253566,38.2782368,80564.64,"Howard Steamboat Museum- Clark County Historical Society ","1101 E Market St, Jeffersonville, IN, 47130","1101 E Market St","Jeffersonville","IN","47130","Museum Operator"
"4190",-85.7496405,38.3168542,62100,"Terry Harper ","3410 Industrial Pkwy Apt B, Jeffersonville, IN, 47130","3410 Industrial Pkwy Apt B","Jeffersonville","IN","47130","Live venue operator or promoter"
"4191",-86.8917044,40.4204719,94061.45,"Civic Theatre of Greater Lafayette Inc. ","313 North 5th Street, Lafayette, IN, 47901","313 North 5th Street","Lafayette","IN","47901","Live performing arts organization operator"
"4192",-86.8902747,40.4185842,157761,"Long Center, Inc. ","111 North Sixth St., Lafayette, IN, 47901","111 North Sixth St.","Lafayette","IN","47901","Live venue operator or promoter"
"4193",-86.6779432,41.7532987,94353.19,"LAPORTE COUNTY HISTORICAL STEAM SOCIETY, INC. ","1201 East 1000 North, LaPorte, IN, 46350","1201 East 1000 North","LaPorte","IN","46350","Museum Operator"
"4194",-84.8394428,39.1273968,1030637.76,"Greendale Cinema llc ","1605 Flossie Drive, Lawrenceburg, IN, 47025","1605 Flossie Drive","Lawrenceburg","IN","47025","Motion picture theater operator"
"4195",-84.8499504,39.090891,24546.83,"Voices of Indiana Limited ","3413 Woodfill Ln, Lawrenceburg, IN, 47025","3413 Woodfill Ln","Lawrenceburg","IN","47025","Live performing arts organization operator"
"4196",-86.3112101,40.76329,414168.3,"Logansport Theater LLC ","3910 Lexington Road, Logansport, IN, 46947","3910 Lexington Road","Logansport","IN","46947","Motion picture theater operator"
"4197",-85.6581514,40.558592,205067.11,"Marion Community School of the Arts ","305 S. Adams Street 305 S. Adams Street, Marion, IN, 46952","305 S. Adams Street 305 S. Adams Street","Marion","IN","46952","Live performing arts organization operator"
"4198",-86.427608,39.4295567,178521.59,"RD Productions, LLC ","290 N Jefferson St, Martinsville, IN, 46151","290 N Jefferson St","Martinsville","IN","46151","Live venue operator or promoter"
"4199",-86.8115994,41.7557974,25091.55,"Dunes Arts Foundation ","PO Box 384 288 Shady Oak Drive, Michigan City, IN, 46361","PO Box 384 288 Shady Oak Drive","Michigan City","IN","46361","Live venue operator or promoter"
"4200",-86.7596479,40.7568129,69372.45,"T.J. Luby INC. ","1001 Linda Avenue, Monticello, IN, 47960","1001 Linda Avenue","Monticello","IN","47960","Motion picture theater operator"
"4201",-86.3720849,39.601041,481129.2,"JAS Cinema Enterprises, LLC ","300 Southbridge Street, Mooresville, IN, 46158","300 Southbridge Street","Mooresville","IN","46158","Motion picture theater operator"
"4202",-85.38813,40.1897129,42089.53,"Muncie Children's Museum, Inc ","515 South High Street, Muncie, IN, 47305","515 South High Street","Muncie","IN","47305","Museum Operator"
"4203",-85.38473,40.193882,173015.37,"Muncie Civic Theatre Association Inc. ","216 East Main Street, Muncie, IN, 47305","216 East Main Street","Muncie","IN","47305","Live performing arts organization operator"
"4204",-87.514815,41.5661111,103126.51,"Mush Music LLC ","8109 Van Buren Ave, Munster, IN, 46321","8109 Van Buren Ave","Munster","IN","46321","Live venue operator or promoter"
"4205",-87.5031787,41.5598939,155601.4,"Northwest Indiana Symphony Society, Inc. ","1040 Ridge Rd, Munster, IN, 46321","1040 Ridge Rd","Munster","IN","46321","Live performing arts organization operator"
"4206",-87.5031787,41.5598939,1063785.6,"Theatre at the Center, Inc. ","1040 Ridge Road, Munster, IN, 46321","1040 Ridge Road","Munster","IN","46321","Live performing arts organization operator"
"4207",-86.2368306,39.1984969,1795396.45,"Brown County Maple Leaf Management Group, Inc ","200 MAPLE LEAF BLVD, Nashville, IN, 47448","200 MAPLE LEAF BLVD","Nashville","IN","47448","Live venue operator or promoter"
"4208",-86.2473257,39.2064775,164357,"Brown County Playhouse Managment ","70 S Van Buren St PO Box 2011, Nashville, IN, 47448","70 S Van Buren St PO Box 2011","Nashville","IN","47448","Live venue operator or promoter"
"4209",-85.819778,38.3449041,74889.12,"Trustees of Indiana University ","Indiana University Southeast 4201 Grant Line Road, New Albany, IN, 47150","Indiana University Southeast 4201 Grant Line Road","New Albany","IN","47150","Live performing arts organization operator"
"4210",-86.0187143,40.036771,140813.61,"Christian Youth Theater of Indianapolis Inc. ","397 Plum Street, Noblesville, IN, 46060","397 Plum Street","Noblesville","IN","46060","Live performing arts organization operator"
"4211",-86.0678753,40.7516447,34167.21,"GZ Productions LLC ","106 S Broadway, Peru, IN, 46970","106 S Broadway","Peru","IN","46970","Live venue operator or promoter"
"4212",-86.034502,40.778151,226928,"ROXY 5 LLC ","2250 SHADOWBROOK DR, PERU, IN, 46970","2250 SHADOWBROOK DR","PERU","IN","46970","Motion picture theater operator"
"4213",-86.3306019,41.3672049,372987.75,"Showland Entertainment Enterprises,Inc. ","2745 North Oak Road., Plymouth, IN, 46563","2745 North Oak Road.","Plymouth","IN","46563","Motion picture theater operator"
"4214",-87.1776061,41.5785937,10142.12,"Regional Performing Arts Co. ","2530 Portage Mall, Portage, IN, 46368","2530 Portage Mall","Portage","IN","46368","Theatrical producer"
"4215",-87.1517791,40.9256477,232198.65,"Fountain Stone Theaters, Inc ","1376 St. Gaspar Drive P.O. Box 317, Rensselaer, IN, 47978","1376 St. Gaspar Drive P.O. Box 317","Rensselaer","IN","47978","Motion picture theater operator"
"4216",-84.8907861,39.8293207,8874.13,"Richmond Shakespeare Festival INC ","822 E. Main Street Suite A, Richmond, IN, 47374","822 E. Main Street Suite A","Richmond","IN","47374","Live performing arts organization operator"
"4217",-85.3282918,41.4996611,268635.7,"SYLVAN CELLARS LLC ","2725 E NORTHPORT RD, ROME CITY, IN, 46784","2725 E NORTHPORT RD","ROME CITY","IN","46784","Live venue operator or promoter"
"4218",-85.7699886,38.6845522,62886.96,"Historic Preservation Society of Scottsburg ","31 E Wardell, Scottsburg, IN, 47170","31 E Wardell","Scottsburg","IN","47170","Live venue operator or promoter"
"4219",-85.5795399,41.6690397,1214491.48,"Michiana Event Center, LLC ","455 E Farver Street, Shipshewana, IN, 46565","455 E Farver Street","Shipshewana","IN","46565","Live venue operator or promoter"
"4220",-86.2385954,41.661209,42195.59,"LangLab LLC ","1302 High Street, South Bend, IN, 46601","1302 High Street","South Bend","IN","46601","Live performing arts organization operator"
"4221",-86.250574,41.678226,661442,"Morris Performing Arts Center ","211 N Michigan St., South Bend, IN, 46601","211 N Michigan St.","South Bend","IN","46601","Live venue operator or promoter"
"4222",-86.2220121,41.6653391,64822.22,"South Bend Youth Symphony Orchestras ","1700 Mishawaka Ave P.O. Box 7111, South Bend, IN, 46615","1700 Mishawaka Ave P.O. Box 7111","South Bend","IN","46615","Live performing arts organization operator"
"4223",-86.2501727,41.6713378,204032.25,"Vegetable Buddies Inc ","PO BOX 1202, South Bend, IN, 46624","PO BOX 1202","South Bend","IN","46624","Live venue operator or promoter"
"4224",-86.2400396,39.7834583,198710.39,"Main Street Events, LLC ","1201 Main Street, Speedway, IN, 46224","1201 Main Street","Speedway","IN","46224","Museum Operator"
"4225",-85.7533261,41.427764,48038.63,"Pickwick Theatre ","108 W. Main St, Syracuse, IN, 46567","108 W. Main St","Syracuse","IN","46567","Motion picture theater operator"
"4226",-86.7556449,37.9288032,140239.84,"Teri J Richards ","122 US Highway 66 E, Tell City, IN, 47586","122 US Highway 66 E","Tell City","IN","47586","Motion picture theater operator"
"4227",-87.4132758,39.4502184,236412.7,"CANDLES, INC. ","1532 S 3rd St, Terre Haute, IN, 47802","1532 S 3rd St","Terre Haute","IN","47802","Museum Operator"
"4228",-87.3730204,39.5249689,451186.76,"KJB Theaters ","PO Box 5172, Terre Haute, IN, 47805","PO Box 5172","Terre Haute","IN","47805","Motion picture theater operator"
"4229",-87.3268569,39.4836321,108213.75,"Rose-Hulman Institute of Technology ","5500 Wabash Ave, Terre Haute, IN, 47803","5500 Wabash Ave","Terre Haute","IN","47803","Live venue operator or promoter"
"4230",-87.4059536,39.4662645,160332.81,"Terre Haute Children's Museum INC ","727 Wabash Ave, Terre Haute, IN, 47807","727 Wabash Ave","Terre Haute","IN","47807","Museum Operator"
"4231",-87.4098215,39.4671776,32822.69,"The Terre Haute Symphony Association, Inc. ","25 N 6th Street, Terre Haute, IN, 47807","25 N 6th Street","Terre Haute","IN","47807","Live performing arts organization operator"
"4232",-87.0591866,41.4665058,204795.6,"Memorial Opera House ","104 Indiana Avenue, Valparaiso, IN, 46383","104 Indiana Avenue","Valparaiso","IN","46383","Live performing arts organization operator"
"4233",-85.8247054,40.7959722,839820.55,"The Honeywell Foundation, Inc. ","275 West Market Street, Wabash, IN, 46992","275 West Market Street","Wabash","IN","46992","Live performing arts organization operator"
"4234",-85.8478038,41.2378183,164955.55,"Blessed Beginnings Broadcasting INC ","722 E Center St, Warsaw, IN, 46580","722 E Center St","Warsaw","IN","46580","Live venue operator or promoter"
"4235",-85.85,41.24,832152.97,"Mallers Joyner Cinemas LLC DBA North Pointe Cinemas ","PO Box 976, Warsaw, IN, 46581","PO Box 976","Warsaw","IN","46581","Motion picture theater operator"
"4236",-85.8211812,41.2386891,601605.95,"Wagon Wheel Theatre, Inc ","2515 E Center Street, Warsaw, IN, 46580","2515 E Center Street","Warsaw","IN","46580","Live performing arts organization operator"
"4237",-86.5932366,38.5737261,65430.9,"Legend of French Lick, LLC ","7328 W County Road 100 N, West Baden Springs, IN, 47469","7328 W County Road 100 N","West Baden Springs","IN","47469","Live venue operator or promoter"
"4238",-86.910682,40.4226457,678322.98,"Purdue University ","155 S. Grant Street, West Lafayette, IN, 47907","155 S. Grant Street","West Lafayette","IN","47907","Live performing arts organization operator"
"4239",-87.4963948,41.6794623,55619.31,"HOOSIER THEATRE/KATCO INC ","1333 119th Street, Whiting, IN, 46394","1333 119th Street","Whiting","IN","46394","Motion picture theater operator"
"4240",-84.982201,40.1713026,105451.2,"Franklin Cornerstone LLC ","123 W. Franklin St, Winchester, IN, 47394","123 W. Franklin St","Winchester","IN","47394","Motion picture theater operator"
"4241",-97.2088451,38.9170496,64130.85,"Great PlainsTheatre ","215 N Campbell, Abilene, KS, 67410","215 N Campbell","Abilene","KS","67410","Theatrical producer"
"4242",-97.2123432,38.9109604,13237.85,"Historic Abilene Inc. ","201 SE 5th St. PO Box 662, Abilene, KS, 67410","201 SE 5th St. PO Box 662","Abilene","KS","67410","Museum Operator"
"4243",-97.117726,37.6932113,49492.8,"Capitol Federal Amphitheater (City of Andover, Kansas) ","1609 E Central Ave, Andover, KS, 67002","1609 E Central Ave","Andover","KS","67002","Live venue operator or promoter"
"4244",-95.1180053,39.5643368,179702.55,"Theatre Atchison, Inc ","401 Santa Fe, Atchison, KS, 66002","401 Santa Fe","Atchison","KS","66002","Live performing arts organization operator"
"4245",-101.0436664,39.8071459,25256.36,"Atwood Jayhawk Theater ","106 South Third, Atwood, ks, 67730","106 South Third","Atwood","ks","67730","Motion picture theater operator"
"4246",-96.979346,37.6770932,25928.03,"Augusta Arts Council, Inc ","523 State, Augusta, KS, 67010","523 State","Augusta","KS","67010","Motion picture theater operator"
"4247",-97.269901,37.7597502,54400,"Festive ICT ","5718 E 41st N, Bel aire, KS, 67220","5718 E 41st N","Bel aire","KS","67220","Live venue operator or promoter"
"4248",-97.172617,37.768774,15925.31,"Prairie Rose Ranch L.L.C. ","4601 N. 143rd Street East, Benton, KS, 67017","4601 N. 143rd Street East","Benton","KS","67017","Live venue operator or promoter"
"4249",-94.8839418,39.0564383,78668.58,"Allegro Choirs of Kansas City ","110 W 3rd Street, Bonner Springs, KS, 66012","110 W 3rd Street","Bonner Springs","KS","66012","Live performing arts organization operator"
"4250",-94.8771255,39.114046,1432957.91,"New West Presentations, Inc. ","633 North 130th Street, Bonner Springs, KS, 66012","633 North 130th Street","Bonner Springs","KS","66012","Live venue operator or promoter"
"4251",-97.1255484,39.3776109,56695.95,"The Rex Theatre, LLC ","519 COURT ST, CLAY CENTER, KS, 67432","519 COURT ST","CLAY CENTER","KS","67432","Motion picture theater operator"
"4252",-101.0532493,39.368138,99000,"C.,C., & A., INC. ","1935 S RANGE AVE, COLBY, KS, 67701","1935 S RANGE AVE","COLBY","KS","67701","Motion picture theater operator"
"4253",-97.6636701,39.5712229,14830,"Brown Grand Opera House, Inc. ","310 West 6th St. PO Box 347, Concordia, KS, 66901","310 West 6th St. PO Box 347","Concordia","KS","66901","Live venue operator or promoter"
"4254",-96.5420013,38.3708933,232232.96,"Symphony in the Flint Hills ","331 Broadway, Cottonwood Falls, KS, 66845","331 Broadway","Cottonwood Falls","KS","66845","Live venue operator or promoter"
"4255",-97.2736312,37.5591968,473663.15,"V.B.C. Enterprises L.L.C. ","1300 N. Nelson Drive, Derby, KS, 67037","1300 N. Nelson Drive","Derby","KS","67037","Motion picture theater operator"
"4256",-100.0154924,37.7527311,89210.86,"Depot Theater, Inc. ","201 East Wyatt Earp Boulevard P O Box 661, Dodge City, KS, 67801","201 East Wyatt Earp Boulevard P O Box 661","Dodge City","KS","67801","Live performing arts organization operator"
"4257",-96.180546,38.4077119,190460.24,"Emporia Granada Theatre Alliance Inc. ","807 Commercial Street, Emporia, KS, 66801","807 Commercial Street","Emporia","KS","66801","Live venue operator or promoter"
"4258",-96.166879,38.406168,22747.5,"Kansas Free for Arts Inc ","7 e 7th, Emporia, KS, 66801","7 e 7th","Emporia","KS","66801","Live performing arts organization operator"
"4259",-94.7268446,37.8626575,131981.11,"Anderson and Cavin LLC ","2078 Native Rd, Fort Scott, KS, 66701","2078 Native Rd","Fort Scott","KS","66701","Motion picture theater operator"
"4260",-94.6289373,37.8051674,29898.48,"H2h Inc DBA Fort CInema ","2617 Jayhawk Road, Fort Scott, KS, 66701","2617 Jayhawk Road","Fort Scott","KS","66701","Motion picture theater operator"
"4261",-101.7113655,39.3467343,76141.7,"Branda Inc DBA Sherman Theatre ","1203 Main Street, Goodland, KS, 67735","1203 Main Street","Goodland","KS","67735","Motion picture theater operator"
"4262",-98.7634203,38.3641652,414414,"GOLDEN BELT ENTERTAINMENT GROUP, LLC ","1222 Kansas Avenue PO Box 224, GREAT BEND, KS, 67530","1222 Kansas Avenue PO Box 224","GREAT BEND","KS","67530","Motion picture theater operator"
"4263",-99.2925058,37.6049158,33407.66,"Twilight Theatre, Inc. ","200 South Main Street, Greensburg, KS, 67054","200 South Main Street","Greensburg","KS","67054","Motion picture theater operator"
"4264",-99.330489,38.8703858,14704.29,"Heartland Community Theatre dba Hays Community Theatre ","121 E 8th st, Hays, KS, 67601","121 E 8th st","Hays","KS","67601","Theatrical producer"
"4265",-95.5388847,39.8525943,65634.9,"Arrow Twin Theatre LLC ","729 OREGON STREET, HIAWATHA, KS, 66434","729 OREGON STREET","HIAWATHA","KS","66434","Motion picture theater operator"
"4266",-97.9215875,38.0654277,984435.31,"Cosmosphere, Inc. ","1100 N. PLUM, HUTCHINSON, KS, 67501","1100 N. PLUM","HUTCHINSON","KS","67501","Museum Operator"
"4267",-97.930853,38.053824,213362.83,"Hutchinson's Historic Fox Theatre ","18 E. 1st Ave, Hutchinson, KS, 67501","18 E. 1st Ave","Hutchinson","KS","67501","Live venue operator or promoter"
"4268",-95.7076905,37.2251763,309729.15,"Gunloch Enterprises, LLC ","121 W Laurel St., Independence, KS, 67301","121 W Laurel St.","Independence","KS","67301","Motion picture theater operator"
"4269",-95.7196773,37.1964537,18014.36,"Independence Community College ","1057 West College Ave, Independence, KS, 67301","1057 West College Ave","Independence","KS","67301","Live performing arts organization operator"
"4270",-94.6190097,39.1132793,19889.55,"Strawberry Hill Museum & Cultural Center ","720 N 4th St, Kansas City, KS, 66101","720 N 4th St","Kansas City","KS","66101","Museum Operator"
"4271",-95.2958437,38.9711106,300758.62,"Bottleneck Lawrence Llc ","4311 W 6th St Suite D, Lawrence, KS, 66049","4311 W 6th St Suite D","Lawrence","KS","66049","Live venue operator or promoter"
"4272",-95.2349252,38.9658863,209369.28,"Carrolls Management Inc ","947 New Hampshire St Ste 208, Lawrence, KS, 66044","947 New Hampshire St Ste 208","Lawrence","KS","66044","Live venue operator or promoter"
"4273",-95.235518,38.9648505,761920.55,"Granada Downtown Music LLC ","1020 Massachusetts St, Lawrence, KS, 66044","1020 Massachusetts St","Lawrence","KS","66044","Live venue operator or promoter"
"4274",-95.2230129,38.9558721,1021845.75,"Iowa Events LLC ","1520 Haskell Avenue, Lawrence, KS, 66044","1520 Haskell Avenue","Lawrence","KS","66044","Live venue operator or promoter"
"4275",-95.2355895,38.9664789,112052,"Jazzhaus of Lawrence ","926 Massachusetts, Lawrence, KS, 66044","926 Massachusetts","Lawrence","KS","66044","Live venue operator or promoter"
"4276",-95.2344167,38.9664041,420208.5,"Lawrence Arts Center, Inc. ","940 New Hampshire Street, Lawrence, KS, 66044","940 New Hampshire Street","Lawrence","KS","66044","Live performing arts organization operator"
"4277",-95.2356564,38.9714784,314586.76,"Liberty Hall, Inc. ","644 Massachusetts St, Lawrence, KS, 66044","644 Massachusetts St","Lawrence","KS","66044","Live venue operator or promoter"
"4278",-95.2230129,38.9558721,9743465,"Mammoth Inc. ","1520 Haskell Avenue, Lawrence, KS, 66044","1520 Haskell Avenue","Lawrence","KS","66044","Live venue operator or promoter"
"4279",-95.3223817,38.9518194,59382.48,"Pipeline Productions, Inc ","1747 Lake Alvamar Drive, Lawrence, KS, 66047","1747 Lake Alvamar Drive","Lawrence","KS","66047","Live venue operator or promoter"
"4280",-95.2700048,38.9691644,15478.2,"Steve Ozark dba Ozark Talent ","718 Schwarz Road, Lawrence, KS, 66049","718 Schwarz Road","Lawrence","KS","66049","Talent representative"
"4281",-95.302491,38.9729281,253599.76,"Theatre Lawrence, INC ","4660 Bauer Farm Drive, Lawrence, KS, 66049","4660 Bauer Farm Drive","Lawrence","KS","66049","Theatrical producer"
"4282",-94.6427267,38.9149868,95278.56,"Shine Tribe Aerial Arts LLC ","5001 West 117th St, Leawood, KS, 66211","5001 West 117th St","Leawood","KS","66211","Live performing arts organization operator"
"4283",-94.7693204,38.9519016,2420834,"Digital Sound Systems, Inc ","9721 Loiret Blvd, Lenexa, KS, 66219","9721 Loiret Blvd","Lenexa","KS","66219","Live performing arts organization operator"
"4284",-98.1470423,39.0405014,20669,"BUD FINCH MEMORIAL COMMUNITY THEATER FOUNDATION ","122 E. Lincoln Ave., Lincoln, KS, 67455","122 E. Lincoln Ave.","Lincoln","KS","67455","Motion picture theater operator"
"4285",-96.580716,39.1878084,664808.89,"Kansas State University ","Kansas State University, PreAward Services 1601 Vattier Street, Manhattan, KS, 66506","Kansas State University, PreAward Services 1601 Vattier Street","Manhattan","KS","66506","Live venue operator or promoter"
"4286",-96.5812582,39.1799706,113547.96,"Manhattan Arts Center, Inc. ","1520 Poyntz Ave, Manhattan, KS, 66502","1520 Poyntz Ave","Manhattan","KS","66502","Live performing arts organization operator"
"4287",-96.6434508,39.2150008,193679,"RPA Entertainment LLC ","3328 Eldridge Drive, Manhattan, KS, 66503","3328 Eldridge Drive","Manhattan","KS","66503","Live venue operator or promoter"
"4288",-96.6476518,39.8411394,13309.85,"Original Pony Express Home Station Inc ","106 South 8th Street, Marysville, KS, 66508","106 South 8th Street","Marysville","KS","66508","Museum Operator"
"4289",-96.6470673,39.8424536,187731.9,"Shultz Enterprises, LLC ","820 Center St, Marysville, KS, 66508","820 Center St","Marysville","KS","66508","Motion picture theater operator"
"4290",-97.6665827,38.3675251,155161.91,"McPherson Opera House Company ","PO BOX 333, 219 SOUTH MAIN, McPherson, KS, 67460","PO BOX 333, 219 SOUTH MAIN","McPherson","KS","67460","Live venue operator or promoter"
"4291",-99.8827463,39.8382381,55109,"NORTON THEATRE ASSOCIATION INC ","418 E HOLME, NORTON, KS, 67654","418 E HOLME","NORTON","KS","67654","Motion picture theater operator"
"4292",-100.5294271,39.8221568,21509,"Oberlin-Decatur Area Economic Development Corp ","220 N. Penn, Oberlin, KS, 67749","220 N. Penn","Oberlin","KS","67749","Motion picture theater operator"
"4293",-94.818004,38.8848242,195772.5,"Chestnut Fine Arts Center, Inc. ","234 N. Chestnut St., Olathe, KS, 66061","234 N. Chestnut St.","Olathe","KS","66061","Live performing arts organization operator"
"4294",-94.8212228,38.931932,815000,"Jukeboxx Media, LLC ","20350 W 108th St, Olathe, KS, 66061","20350 W 108th St","Olathe","KS","66061","Live venue operator or promoter"
"4295",-94.7916739,38.8413605,302299.97,"LatinPointe Brands LLC ","17563 West 158th Terrace, Olathe, KS, 66062","17563 West 158th Terrace","Olathe","KS","66062","Live performing arts organization operator"
"4296",-94.7575909,38.9146974,307366.71,"The Culture House, Inc. ","14808 W. 117th Street, Olathe, KS, 66062","14808 W. 117th Street","Olathe","KS","66062","Theatrical producer"
"4297",-95.2681785,38.6152822,93476.98,"Plaza 1905 LLC ","209 S Main St, Ottawa, KS, 66067","209 S Main St","Ottawa","KS","66067","Motion picture theater operator"
"4298",-94.6627151,38.8541697,54041,"A-Z Enterprises, LLC DBA Camelot Ballroom ","6635 W. 151 ST 6635 W. 151 ST, Overland Park, KS, 66223","6635 W. 151 ST 6635 W. 151 ST","Overland Park","KS","66223","Live venue operator or promoter"
"4299",-94.6568615,38.8631628,1126518,"Borda LLC ","14617 Dearborn St, overland park, KS, 66223","14617 Dearborn St","overland park","KS","66223","Live venue operator or promoter"
"4300",-94.66433,38.8495415,215630.4,"Christian Youth Theater, Kansas City, Inc. ","6800 W 153rd St Ste A, Overland Park, KS, 66223","6800 W 153rd St Ste A","Overland Park","KS","66223","Live performing arts organization operator"
"4301",-94.6290042,38.9559604,432252.45,"Fine Arts Theatres, Inc. ","3707 West 95h Street, Overland Park, KS, 66206","3707 West 95h Street","Overland Park","KS","66206","Motion picture theater operator"
"4302",-94.6692961,38.9842883,21435.75,"Mossman &. Mossman ","7204 West 80th Street, Overland Park, KS, 66204","7204 West 80th Street","Overland Park","KS","66204","Motion picture theater operator"
"4303",-94.6520905,38.8819446,109454.85,"Museum at Prairiefire Foundation ","5801 W 135th St., Overland Park, KS, 66223","5801 W 135th St.","Overland Park","KS","66223","Museum Operator"
"4304",-94.6712233,38.9615847,4430391.22,"New Theatre Company, The ","9229 Foster St, Overland Park, KS, 66212","9229 Foster St","Overland Park","KS","66212","Live venue operator or promoter"
"4305",-97.3312045,37.8308245,1206726.57,"Hartmoor Arena ","8151 N Hartman Arena Dr, Park City, KS, 67147","8151 N Hartman Arena Dr","Park City","KS","67147","Live venue operator or promoter"
"4306",-95.262075,37.3421733,198389.74,"Acme Cinema Inc ","210 N 17th, Parsons, KS, 67357","210 N 17th","Parsons","KS","67357","Motion picture theater operator"
"4307",-99.3227263,39.7561388,51277.5,"Majestic Community Theater Foundation ","724 4th Street, Phillipsburg, KS, 67661","724 4th Street","Phillipsburg","KS","67661","Motion picture theater operator"
